,Real_GDP US,GBP/USD,UKGDP,ALLUKSHARES
2019-10-01,9.949945857176028,0.2530906276821619,27.05273893993259,4.711048425827331
2020-01-01,9.936223486810382,0.24592213820354927,27.025146444926822,4.646183277735851
2020-04-01,9.854025737859985,0.21656193994865539,26.79796338195137,4.507387604349234
2020-07-01,9.928754877996196,0.25673305430776494,26.9530442815707,4.519989168825011
2020-10-01,9.939053904329425,0.2779347209969009,26.966521643077893,4.542978549451936
2021-01-01,9.95182718666071,0.3219385611298712,26.956226492212775,4.615226794449469
2021-04-01,9.966910326459208,0.3351141720116418,27.02694469038291,4.6659900334591
2021-07-01,9.975021067187578,0.3205606010177203,27.04395499137487,4.676712837566549
2021-10-01,9.991846446217199,0.2990670173183445,27.05904145939954,4.698330827556202
2022-01-01,9.986857227403968,0.29319186562537847,27.0642810102008,4.726910841386415
2022-04-01,9.985443505710768,0.2282504886823544,27.065172443864764,4.7253728969929645
2022-07-01,9.992008098490514,0.16271391048774625,27.064316259820988,4.7058992500498675
2022-10-01,9.99834221951933,0.161608515196413,27.065653065407446,4.702816498803549
2023-01-01,10.00389060525555,0.19499095989461754,27.068854828232034,4.768148185640767
2023-04-01,10.008988808289603,0.22466239728347956,27.07073035024689,4.7596146512466895
2023-07-01,10.020895717937437,0.2360992624744257,,4.7352152362586475
2023-10-01,,,,
